attendance,midsem,assignment,gpa,quiz,result
97,20,5,9.4,3,1
66,17,5,3.1,0,1
25,16,3,8.0,4,1
7,9,0,5.2,2,0
5,20,4,0.9,5,1
79,8,0,5.8,4,1
23,14,0,9.1,0,0
47,11,3,1.6,2,0
93,20,2,3.2,5,1
44,8,2,4.4,1,0
12,13,2,2.8,4,0
68,12,1,9.4,3,1
24,5,4,3.8,3,0
19,18,1,6.6,4,1
81,3,4,2.2,0,0
81,19,5,2.2,0,1
65,16,4,1.8,0,1
73,18,4,4.3,3,1
44,2,3,5.3,3,0
46,13,2,0.1,1,0
62,16,1,8.3,0,1
75,12,5,5.1,3,1
76,8,1,1.6,3,0
54,0,3,0.7,0,0
74,16,4,0.6,0,1
18,15,5,2.6,3,1
34,17,2,5.0,5,1
52,1,0,8.6,4,0
25,13,0,9.0,3,0
13,16,3,8.3,1,1
44,2,2,3.3,2,0
43,1,0,3.1,5,0
87,7,0,9.9,0,0
64,1,5,6.8,1,0
50,1,5,3.0,4,0
42,8,1,3.3,2,0
85,19,2,4.3,5,1
22,20,0,6.2,3,1
55,5,5,9.0,0,1
18,11,5,2.0,3,0
81,8,5,0.8,1,1
75,6,1,4.1,0,0
54,11,2,2.5,3,0
91,4,4,5.8,0,1
91,15,5,7.0,1,1
59,4,2,3.1,3,0
58,11,3,6.9,2,1
32,19,1,3.4,4,1
18,8,4,6.3,3,0
27,6,5,6.3,0,0
51,18,5,2.8,5,1
48,19,1,6.4,3,1
36,10,1,3.8,0,0
25,20,0,3.4,5,1
98,11,5,2.9,1,1
97,2,2,3.5,5,1
98,16,1,7.9,4,1
39,6,1,2.5,0,0
79,9,3,6.8,3,1
37,14,3,9.0,5,1
76,1,3,3.5,1,0
86,12,1,0.3,5,1
53,3,4,0.2,2,0
21,17,2,1.4,3,0
15,0,1,1.1,4,0
27,1,0,7.5,1,0
34,1,5,2.9,3,0
59,3,4,6.5,0,0
44,2,4,0.4,0,0
45,16,2,3.0,0,1
71,13,4,2.3,3,1
54,1,2,2.8,4,0
85,15,4,1.9,0,1
84,10,5,6.2,3,1
25,12,2,6.6,3,0
84,0,3,1.5,4,0
24,1,3,7.4,1,0
64,1,4,2.5,1,0
5,20,4,2.8,3,1
22,4,2,8.3,1,0
63,3,2,9.0,2,0
86,11,5,8.2,4,1
42,2,1,1.5,3,0
22,19,3,10.0,1,1
95,9,1,6.7,5,1
29,19,1,5.1,1,1
76,17,0,9.5,4,1
17,20,2,8.2,5,1
86,20,0,6.9,0,1
78,20,0,8.4,1,1
96,9,1,3.9,5,1
20,0,0,6.8,4,0
56,5,5,1.9,5,0
22,10,2,9.9,0,0
90,1,1,5.9,5,0
44,6,2,8.1,3,0
43,19,5,4.1,0,1
81,20,4,7.6,1,1
87,20,0,3.9,3,1
46,20,1,5.9,3,1
39,17,3,7.8,0,1
50,20,2,1.2,3,1
41,18,5,3.6,0,1
6,3,0,5.4,0,0
49,12,2,3.3,5,1
47,17,5,3.1,0,1
83,19,2,2.8,4,1
90,12,4,2.3,1,1
5,18,5,8.5,3,1
90,16,2,9.2,2,1
8,0,4,7.0,5,0
56,5,4,0.3,1,0
30,18,4,7.9,2,1
20,19,0,5.3,0,0
89,0,5,7.6,3,1
39,7,2,4.4,5,0
44,16,2,0.4,1,0
76,20,5,6.8,2,1
48,14,4,4.4,2,1
86,17,2,8.7,2,1
19,6,2,7.4,1,0
100,15,4,3.6,4,1
91,6,3,7.2,0,1
16,16,3,5.0,3,1
27,3,4,2.0,2,0
40,11,0,4.2,5,0
65,12,2,2.2,1,0
24,3,2,0.0,5,0
57,20,3,2.5,2,1
40,0,4,2.1,1,0
5,0,5,0.0,5,0
74,6,5,7.8,4,1
37,8,0,0.8,2,0
5,0,4,4.5,2,0
44,15,3,4.2,3,1
74,17,3,1.8,1,1
13,14,2,9.7,1,0
65,5,1,6.0,4,0
39,1,0,8.1,2,0
2,8,0,5.0,3,0
98,3,1,7.2,5,1
96,12,5,9.7,0,1
23,10,5,3.5,3,0
18,12,5,5.0,5,1
17,10,3,5.1,3,0
63,18,4,9.9,5,1
87,7,0,2.3,3,0
34,6,1,6.8,3,0
61,15,2,1.4,2,1
0,2,2,9.3,3,0
99,16,3,5.9,5,1
24,17,0,8.6,5,1
44,14,4,9.0,1,1
48,16,0,5.6,5,1
97,10,5,6.8,1,1
88,4,2,7.0,5,1
15,15,0,4.6,3,0
97,14,2,4.3,5,1
92,9,1,1.9,1,0
18,13,1,3.8,2,0
22,1,2,9.9,0,0
82,15,4,2.7,3,1
24,18,4,7.6,5,1
15,7,0,0.6,1,0
53,14,2,4.7,1,1
72,9,3,0.6,2,1
0,4,4,4.8,5,0
41,19,4,0.3,2,1
18,15,5,6.1,0,1
96,20,1,5.9,5,1
33,11,4,8.0,4,1
79,12,4,5.8,4,1
54,8,5,9.3,5,1
17,16,4,7.8,4,1
33,19,5,1.3,0,1
88,11,2,2.7,3,1
44,4,2,0.3,4,0
5,11,1,3.9,4,0
20,0,0,5.1,5,0
69,19,5,9.5,1,1
95,15,4,5.2,1,1
47,11,0,7.8,3,0
38,8,2,2.7,5,0
30,12,4,1.5,2,0
9,16,0,8.1,0,0
29,16,5,2.5,4,1
17,3,5,8.7,5,0
59,13,0,1.7,5,1
87,18,5,8.5,0,1
72,6,3,7.7,1,0
94,2,2,6.1,0,0
14,0,1,8.5,1,0
3,11,1,3.3,0,0
62,14,3,1.7,1,1
39,10,0,1.6,0,0
8,9,5,2.7,4,0
8,1,3,4.5,4,0
25,3,3,8.8,3,0
3,16,5,0.9,0,0
80,16,2,9.2,2,1
15,7,5,9.3,3,1
14,13,5,7.3,0,0
98,3,4,9.0,2,1
51,5,0,7.7,4,0
68,18,1,5.3,4,1
4,3,1,6.0,5,0
19,2,3,6.3,4,0
78,19,3,1.3,5,1
17,5,3,1.9,2,0
1,6,0,5.2,1,0
92,13,3,1.2,0,1
12,11,3,9.6,3,0
3,15,4,5.1,5,1
41,19,0,3.8,3,1
73,7,2,1.6,4,0
60,1,2,4.2,1,0
94,12,5,3.0,5,1
7,7,4,0.9,0,0
66,20,1,9.7,5,1
62,19,5,2.6,0,1
8,15,2,6.9,3,1
93,3,0,0.9,3,0
10,15,1,9.1,3,0
98,19,3,5.9,0,1
100,5,0,6.6,5,0
41,3,1,7.8,3,0
12,15,2,6.1,0,0
35,20,5,0.7,4,1
12,12,3,4.3,5,0
11,4,3,2.6,5,0
36,14,0,4.9,5,1
73,7,5,4.0,1,1
72,6,3,8.3,3,1
51,13,1,2.5,0,0
70,6,4,2.0,4,1
1,6,2,9.6,2,0
55,17,0,9.5,4,1
59,9,5,9.9,1,1
22,17,4,5.7,4,1
39,13,4,1.1,3,0
63,9,0,8.8,3,0
84,6,1,1.5,2,0
22,6,5,1.6,5,0
28,6,2,1.9,0,0
77,4,0,6.5,4,0
89,0,5,1.1,2,0
50,13,4,7.8,3,1
68,17,4,0.6,5,1
94,12,0,1.1,0,1
88,7,5,4.3,0,1
30,7,4,3.8,1,0
49,9,0,9.9,5,1
19,16,0,9.7,3,0
54,5,2,1.9,0,0
80,14,0,9.5,1,1
1,14,5,6.9,1,0
24,15,5,4.1,3,1
12,7,4,7.4,0,0
91,18,3,9.0,5,1
69,19,2,1.8,0,1
66,14,5,2.0,4,1
57,2,4,4.1,0,0
98,5,4,1.7,1,1
81,7,2,3.6,2,1
74,15,2,6.5,3,1
83,14,4,8.1,2,1
63,12,3,3.0,0,1
68,19,1,2.8,5,1
82,14,4,7.8,5,1
85,17,2,3.8,1,1
58,12,0,8.2,2,1
59,7,0,9.9,3,0
82,13,2,9.8,4,1
61,10,2,6.6,2,0
15,5,1,3.8,5,0
87,0,5,0.7,4,1
67,1,2,7.4,5,0
14,12,0,9.8,0,0
88,0,3,0.7,0,0
54,3,2,0.1,3,0
34,1,1,8.3,4,0
54,20,3,1.0,4,1
13,19,1,0.8,3,0
48,15,3,9.1,5,1
82,2,2,0.8,2,0
99,16,0,1.1,3,1
6,4,3,5.7,0,0
29,7,4,7.6,4,0
82,11,5,4.0,1,1
48,11,1,4.2,5,1
88,0,3,6.3,1,0
15,0,1,5.1,0,0
50,14,0,0.2,4,1
71,16,1,1.1,4,1
81,1,1,5.8,3,0
91,16,4,7.9,2,1
79,19,1,7.6,3,1
82,8,3,7.4,1,1
41,11,1,7.7,4,0
16,3,2,0.4,2,0
62,12,1,9.0,3,1
44,3,2,8.9,2,0
76,6,5,5.3,5,1
6,13,1,2.5,5,0
26,8,5,5.9,1,0
9,0,1,5.6,2,0
33,0,3,2.2,5,0
35,19,2,6.0,4,1
24,3,5,8.0,5,0
5,0,5,8.1,2,0
23,9,2,0.6,2,0
17,1,4,2.0,3,0
86,20,1,6.7,2,1
5,14,1,8.6,2,0
28,2,3,5.2,1,0
24,8,4,7.1,2,0
54,16,4,0.2,3,1
80,20,3,6.1,3,1
45,12,5,9.6,4,1
23,2,2,6.6,5,0
74,3,5,9.2,1,1
25,3,0,5.7,0,0
97,10,3,8.4,4,1
27,6,2,1.2,2,0
2,10,5,1.2,5,0
74,10,5,1.2,1,1
37,9,4,4.9,4,0
60,4,3,3.3,3,0
77,12,0,7.2,1,1
50,11,1,9.0,1,0
89,9,3,6.2,2,1
47,6,0,2.1,1,0
20,18,0,9.3,5,1
53,18,3,5.3,5,1
55,18,2,7.2,1,1
93,11,3,8.9,0,1
58,19,5,9.9,2,1
71,14,4,5.1,1,1
50,4,5,8.1,1,0
19,13,0,5.7,0,0
95,11,0,4.9,0,0
85,20,1,5.4,3,1
58,10,0,4.8,2,0
70,4,1,4.2,0,0
8,15,0,7.2,1,0
0,17,0,2.5,0,0
28,11,3,6.2,4,1
62,4,3,7.1,3,0
71,15,4,8.9,3,1
55,11,5,3.3,5,1
67,1,2,8.6,2,0
34,5,4,9.5,3,0
2,20,0,6.5,2,0
6,3,4,7.7,4,0
26,12,3,4.1,5,1
0,9,5,9.5,1,0
90,16,0,6.7,4,1
79,13,0,3.1,2,1
70,14,4,4.0,2,1
43,7,5,6.2,2,1
86,17,1,2.3,1,1
40,2,2,7.5,5,0
74,16,5,2.2,5,1
41,6,4,5.9,2,0
32,12,4,7.0,4,1
49,15,2,8.6,5,1
62,4,0,7.3,1,0
99,3,0,8.0,4,0
36,9,1,9.1,1,0
58,12,4,6.0,2,1
80,9,2,8.5,5,1
98,13,4,2.3,1,1
47,11,3,8.1,0,1
4,0,4,2.2,4,0
47,20,4,9.3,0,1
95,19,3,3.3,0,1
2,19,3,1.7,2,0
46,6,2,1.5,2,0
61,8,0,1.9,0,0
98,7,1,4.5,1,1
13,12,3,5.2,2,0
62,13,0,9.1,4,1
60,11,2,3.8,0,0
30,7,5,2.2,4,0
94,20,4,7.4,5,1
16,17,2,1.3,4,0
23,15,2,8.9,4,1
22,10,3,4.1,0,0
81,15,1,6.1,3,1
49,13,3,1.9,5,1
77,2,4,1.5,2,0
78,20,3,8.0,4,1
78,1,4,4.3,0,0
69,2,3,9.9,3,0
26,3,5,5.2,0,0
14,4,1,8.5,2,0
49,9,5,9.8,0,1
35,19,0,2.8,1,1
7,1,1,8.0,5,0
78,11,3,0.2,1,1
2,4,2,6.8,4,0
61,4,0,7.5,0,0
46,0,2,4.8,0,0
76,3,5,1.6,4,1
97,20,1,6.2,4,1
87,11,0,9.0,5,1
95,11,5,9.3,3,1
60,15,3,7.5,0,1
31,16,2,2.6,2,0
93,20,3,8.7,2,1
12,9,4,8.9,2,0
0,16,0,3.7,4,0
33,16,2,1.8,4,1
61,17,1,8.7,4,1
78,1,1,8.9,2,0
77,3,1,1.0,3,0
92,18,5,9.7,5,1
97,10,1,5.3,1,1
81,16,2,9.9,0,1
70,11,5,4.5,1,1
92,1,4,5.3,0,0
30,5,1,2.7,4,0
63,8,1,9.0,2,1
24,4,5,4.4,1,0
37,19,1,8.1,4,1
13,20,4,0.8,0,1
7,8,5,7.9,5,1
90,7,5,4.9,5,1
53,19,0,0.1,1,1
1,7,5,2.3,1,0
80,20,1,1.9,1,1
100,5,5,7.5,1,1
77,2,1,4.8,1,0
88,4,1,1.6,4,0
55,8,5,2.6,0,0
93,6,0,5.0,0,0
92,3,1,0.2,3,0
83,6,0,4.2,2,0
84,4,0,6.8,5,0
60,10,5,5.2,1,1
21,14,3,6.0,5,1
34,1,3,3.3,0,0
100,12,1,1.8,2,1
15,15,2,8.1,2,0
49,6,3,9.1,4,0
42,7,5,5.1,1,0
16,5,5,3.1,3,0
79,6,3,5.1,2,1
57,17,2,8.8,4,1
1,19,4,6.9,1,1
3,6,1,8.6,0,0
84,2,4,3.3,3,0
38,4,4,7.1,1,0
97,0,0,6.5,4,0
93,14,0,5.7,5,1
5,2,1,5.3,4,0
80,7,2,5.5,4,1
88,8,0,8.5,4,1
68,14,3,9.2,4,1
68,9,1,1.1,3,0
19,1,5,5.7,2,0
63,19,4,9.2,2,1
15,4,1,1.3,0,0
50,18,5,4.1,2,1
36,12,5,0.9,4,1
72,10,0,1.1,2,0
68,0,5,9.0,5,1
41,14,2,4.5,5,1
56,17,5,6.9,2,1
65,15,5,1.4,4,1
8,8,4,0.2,3,0
99,0,2,8.9,4,1
85,10,1,5.7,2,0
63,8,2,0.2,2,0
85,10,2,9.9,0,1
21,12,1,4.9,4,0
33,1,4,4.8,0,0
54,13,5,6.2,0,1
28,5,2,0.1,1,0
37,7,2,5.7,5,0
96,17,1,6.3,0,1
17,15,3,3.0,5,1
70,20,2,7.3,2,1
64,11,0,3.8,2,0
96,10,5,7.2,1,1
0,5,5,1.4,1,0
87,2,4,9.1,4,1
3,13,2,8.8,1,0
3,1,1,1.5,3,0
81,10,0,9.4,2,1
26,2,1,5.6,2,0
42,17,2,7.0,5,1
58,0,0,8.4,1,0
31,0,4,0.8,5,0
32,11,4,1.7,1,0
27,14,4,2.9,2,0
54,4,3,4.8,1,0
99,5,1,3.5,4,1
59,15,2,5.1,1,1
69,11,0,1.9,1,0
61,11,5,6.8,4,1
79,2,5,0.6,4,1
33,1,1,3.6,4,0
86,6,2,1.8,5,1
87,1,3,7.3,2,0
55,20,2,8.8,1,1
12,6,1,0.8,4,0
55,10,2,7.9,4,1
17,10,5,9.0,2,0
53,13,5,9.7,3,1
76,2,0,5.8,1,0
100,13,3,3.3,3,1
42,10,5,3.2,3,1
38,3,0,3.8,4,0
60,16,3,6.1,5,1
41,15,5,4.9,2,1
80,2,3,6.5,1,0
78,9,2,0.4,1,1
17,20,0,1.1,1,0
22,14,3,9.8,5,1
53,7,3,10.0,3,1
29,17,2,7.5,0,1
97,2,5,2.6,2,1
57,6,5,9.5,0,1
67,9,1,2.1,3,0
66,19,1,7.3,4,1
70,8,5,1.2,0,0
17,13,4,6.5,0,0
6,13,4,7.6,2,0
39,10,3,8.6,3,0
69,0,5,7.3,2,0
85,3,1,9.2,4,0
64,5,3,5.2,5,1
67,4,0,6.8,5,0
48,2,1,3.7,5,0
51,1,1,0.1,1,0
28,2,1,7.6,5,0
20,8,4,8.7,5,0
89,18,2,1.7,3,1
77,18,2,0.3,5,1
8,16,4,1.6,5,1
46,17,5,9.0,4,1
75,10,5,3.0,4,1
41,11,4,2.3,0,1
50,2,4,0.1,2,0
55,17,5,3.0,0,1
50,5,2,7.2,0,0
69,6,3,9.6,1,1
19,0,4,3.1,2,0
87,5,3,2.4,1,0
26,17,3,8.9,5,1
37,12,0,8.5,4,0
71,18,2,3.3,5,1
64,6,3,0.7,1,0
53,18,2,9.9,4,1
23,8,2,6.8,0,0
46,2,0,9.3,5,0
70,11,5,3.4,1,1
82,19,2,6.5,5,1
85,17,3,6.7,2,1
62,7,5,8.7,1,1
56,8,5,9.9,4,1
54,12,1,1.1,3,0
59,7,3,6.3,5,1
98,9,3,3.4,5,1
61,16,2,8.1,2,1
29,6,3,7.5,4,0
92,16,1,8.9,5,1
21,17,2,3.4,3,0
74,1,4,1.8,5,0
83,2,3,0.2,2,0
28,18,3,2.6,3,1
40,0,0,3.7,0,0
41,20,4,9.5,0,1
97,20,4,4.9,5,1
64,9,1,5.6,1,1
30,20,4,8.8,1,1
29,13,0,8.9,1,0
17,12,1,5.3,1,0
16,8,4,1.1,5,0
37,5,1,2.7,3,0
13,5,4,4.6,2,0
86,18,4,7.5,2,1
88,20,5,7.1,1,1
78,9,4,6.4,0,1
55,2,3,8.8,4,0
21,17,4,8.0,1,1
66,20,3,9.8,1,1
55,18,2,8.9,5,1
18,4,5,2.0,0,0
56,10,0,0.6,4,0
43,9,1,4.1,3,0
97,16,1,6.2,3,1
34,3,2,6.4,4,0
0,20,4,2.7,4,1
51,17,0,8.6,3,1
84,17,2,3.3,1,1
92,0,2,9.2,1,0
69,13,1,4.7,5,1
36,7,3,0.1,0,0
64,1,3,1.6,4,0
50,18,4,1.0,1,1
0,14,4,0.4,1,0
90,1,2,7.1,0,0
20,3,4,1.9,4,0
52,0,3,8.4,0,0
15,18,0,2.6,0,0
60,20,1,0.3,3,1
53,9,3,8.2,0,0
39,0,5,4.7,4,0
25,19,4,6.0,1,1
79,14,1,3.4,1,1
91,3,5,0.5,3,1
64,6,1,3.7,4,0
99,6,2,5.2,1,1
73,17,4,0.1,0,1
63,12,2,5.7,2,0
42,9,1,8.9,2,0
16,7,2,2.2,2,0
58,9,4,9.3,2,1
22,13,3,1.0,0,0
6,13,0,8.3,1,0
43,19,5,8.4,3,1
52,10,3,2.6,0,0
70,5,1,9.6,1,0
78,20,3,4.2,4,1
33,0,2,1.4,1,0
45,18,4,5.9,1,1
67,6,3,10.0,1,0
77,17,3,9.0,0,1
77,2,4,2.8,1,0
15,19,2,5.8,1,1
70,10,0,1.2,4,0
95,4,3,4.6,4,1
18,18,5,5.2,2,1
1,20,1,3.2,5,1
9,1,2,4.8,0,0
49,3,2,9.2,1,0
80,9,3,5.0,2,1
100,1,5,8.3,2,1
11,7,4,3.2,0,0
69,0,3,9.7,5,1
21,5,3,0.9,2,0
31,10,4,5.9,2,1
83,9,1,7.9,0,1
0,12,4,8.1,3,0
53,0,3,2.0,2,0
57,1,0,4.0,4,0
69,2,4,6.2,2,0
82,8,1,3.2,0,0
17,4,4,6.6,0,0
5,9,4,3.8,5,0
44,9,2,3.5,3,0
96,11,2,1.1,3,1
22,17,3,0.4,5,1
22,20,3,8.4,5,1
25,20,4,4.9,4,1
76,0,0,5.6,4,0
6,2,5,3.7,2,0
78,4,3,1.4,3,0
43,16,4,4.5,4,1
26,7,4,2.3,2,0
25,16,5,8.4,1,1
96,8,4,9.9,2,1
78,5,5,8.9,4,1
35,16,5,5.3,2,1
54,7,4,6.3,1,1
63,20,4,9.5,4,1
90,6,2,5.4,2,1
56,6,5,6.4,4,1
68,14,1,6.3,5,1
60,6,5,7.1,5,1
1,7,1,6.4,2,0
54,8,4,6.7,0,0
96,14,3,7.3,4,1
79,1,0,8.1,4,0
86,6,4,4.0,5,1
37,14,0,7.5,5,1
79,17,2,1.0,4,1
77,17,1,8.8,4,1
28,9,2,2.9,5,0
25,17,3,4.0,2,1
34,0,3,8.0,3,0
78,6,5,6.4,2,1
66,2,4,3.1,1,0
86,13,5,2.3,0,1
28,11,3,9.6,2,1
33,13,3,0.9,2,0
96,3,5,0.0,4,1
40,12,2,6.7,1,0
40,15,0,6.1,4,1
22,15,1,7.4,5,1
70,4,3,7.3,4,1
2,19,5,8.6,3,1
57,5,3,9.2,0,0
31,5,2,7.8,3,0
30,17,1,2.3,4,1
81,5,2,4.6,0,0
42,6,0,6.4,2,0
6,15,2,5.4,1,0
0,8,1,1.6,3,0
60,12,1,5.9,1,1
13,11,3,8.9,4,0
51,18,0,4.2,0,0
95,0,4,6.7,5,1
5,7,3,6.2,2,0
9,3,5,3.8,0,0
70,20,2,5.7,5,1
89,18,2,2.1,1,1
97,20,1,5.5,1,1
29,4,5,8.0,2,0
99,16,1,7.6,5,1
20,2,5,3.6,5,0
59,18,1,1.1,2,1
80,0,4,8.0,0,0
96,0,4,2.7,3,0
73,19,3,0.5,0,1
62,8,4,4.5,1,1
41,4,5,7.4,0,0
50,6,1,8.1,4,1
63,5,5,9.8,0,1
75,16,3,1.9,0,1
55,16,3,2.9,5,1
79,12,0,6.1,4,1
40,11,4,8.1,1,1
31,3,2,2.3,2,0
14,7,2,4.1,0,0
61,4,0,4.1,3,0
26,4,1,7.7,5,0
27,12,0,2.4,5,0
80,10,1,9.7,2,1
63,7,4,5.1,3,1
58,7,4,2.8,0,0
57,0,3,2.8,3,0
1,12,3,0.2,5,0
35,4,3,6.9,2,0
70,20,3,7.8,3,1
12,7,2,0.3,3,0
14,16,3,5.9,2,1
88,12,3,7.8,2,1
86,8,3,3.8,2,1
59,1,1,4.3,5,0
21,18,5,3.6,2,1
62,19,3,3.2,4,1
89,16,0,4.9,0,1
96,6,3,1.7,5,1
74,2,3,4.4,2,0
73,18,2,9.4,1,1
24,18,5,0.3,3,1
100,8,3,1.6,2,1
47,9,5,7.8,2,1
42,13,1,1.3,0,0
37,17,4,2.7,2,1
40,14,5,4.5,5,1
44,0,5,9.4,4,0
87,5,3,1.8,1,0
39,14,3,9.2,1,1
96,5,3,7.2,2,1
16,17,2,6.7,0,0
87,0,4,7.2,5,1
100,2,2,0.3,5,1
56,16,2,1.0,2,0
1,15,2,3.3,3,0
95,7,1,0.7,5,1
61,16,4,9.9,5,1
87,7,1,5.8,5,1
8,16,1,4.9,1,0
67,8,4,7.9,5,1
80,11,1,9.8,3,1
16,18,4,9.6,4,1
49,3,5,7.9,1,0
93,20,5,3.8,1,1
39,10,3,0.7,4,0
57,3,2,1.0,3,0
74,13,5,0.0,2,1
84,13,5,0.0,0,1
20,5,1,9.4,3,0
17,16,4,9.3,4,1
54,1,0,6.7,5,0
28,7,1,7.3,5,0
23,3,1,5.1,4,0
73,9,4,2.4,5,1
16,6,0,9.1,4,0
17,3,0,2.8,1,0
41,15,3,7.4,2,1
83,13,1,2.5,1,1
100,15,2,8.7,1,1
44,8,5,6.5,1,0
81,3,1,6.4,4,0
16,5,2,1.0,3,0
72,0,2,4.2,0,0
13,6,4,5.2,0,0
48,0,1,2.9,2,0
28,18,4,8.8,2,1
94,7,3,8.4,4,1
3,2,2,4.9,0,0
81,0,0,3.4,3,0
19,0,2,8.0,4,0
46,6,3,2.0,2,0
8,20,2,0.7,4,1
76,12,4,0.5,2,1
78,0,1,0.4,0,0
26,15,0,4.9,4,0
14,13,4,2.6,1,0
91,3,5,6.9,5,1
100,11,1,6.5,2,1
18,11,0,5.4,1,0
89,16,3,3.5,2,1
51,20,2,8.5,1,1
25,14,0,7.1,0,0
88,9,5,2.7,0,1
25,2,3,5.0,3,0
25,19,1,1.6,3,0
45,19,0,3.3,3,1
91,11,3,10.0,4,1
48,0,1,2.2,2,0
81,0,4,7.0,4,0
95,9,2,2.4,3,1
52,17,3,9.4,2,1
2,14,4,3.1,4,1
65,1,5,3.5,0,0
96,16,5,5.9,2,1
41,7,1,5.9,3,0
18,8,0,5.8,0,0
16,20,2,5.7,2,1
32,19,1,3.1,4,1
75,10,3,4.3,5,1
48,5,2,5.9,5,0
55,13,4,6.7,3,1
62,0,2,2.5,4,0
2,6,4,7.0,0,0
48,8,1,9.2,0,0
54,10,0,7.6,0,0
25,15,5,0.8,2,1
98,18,2,4.7,3,1
71,1,0,4.4,5,0
51,14,0,3.4,0,0
99,2,5,4.9,4,1
6,3,2,4.4,3,0
45,19,2,0.1,5,1
45,6,0,2.4,4,0
99,11,3,2.1,4,1
15,3,3,3.5,0,0
23,9,2,1.7,3,0
60,5,0,0.7,1,0
53,13,0,2.0,2,0
61,2,1,8.5,1,0
0,16,0,8.0,2,0
48,10,5,4.4,3,1
24,9,3,8.8,5,1
9,20,1,2.3,0,0
79,9,5,5.8,3,1
15,9,3,1.4,1,0
57,2,5,8.3,4,0
71,14,4,1.3,2,1
28,16,2,0.3,2,0
91,17,4,2.7,1,1
5,18,2,9.0,0,0
15,18,3,1.3,3,0
19,11,3,3.3,1,0
79,4,4,3.2,3,1
70,15,5,8.0,0,1
77,14,2,4.2,4,1
42,14,2,6.1,3,0
25,5,1,4.0,0,0
89,11,0,5.5,1,1
77,1,5,0.6,5,1
70,19,5,3.7,4,1
32,8,1,8.6,4,0
25,3,3,6.9,4,0
44,4,4,9.8,2,1
83,20,5,7.9,5,1
62,7,2,4.5,0,0
66,9,1,6.8,3,1
51,6,4,7.8,1,1
67,13,4,2.7,4,1
25,4,5,0.6,4,0
74,15,0,4.1,4,1
1,14,2,1.4,0,0
13,4,4,2.8,1,0
29,2,2,9.5,0,0
48,9,5,8.5,1,1
11,4,1,5.9,3,0
89,14,4,4.0,2,1
43,17,5,2.6,1,1
32,7,4,5.7,5,1
12,20,1,5.3,0,0
77,1,2,7.8,0,0
87,7,2,9.3,0,1
97,7,4,3.3,2,1
25,3,5,2.1,1,0
20,18,1,4.0,1,0
27,17,3,4.4,1,1
47,20,2,0.4,1,1
99,0,3,8.6,4,1
39,19,4,10.0,4,1
65,14,3,9.2,5,1
72,17,5,8.6,0,1
86,11,5,9.9,4,1
78,0,3,9.1,1,1
76,6,5,6.9,1,1
22,18,2,1.7,4,1
80,0,4,1.6,3,0
47,6,3,0.5,5,0
1,1,2,4.1,0,0
83,6,3,8.1,2,0
19,18,2,4.9,5,1
58,12,5,3.7,0,1
45,4,5,1.1,0,0
2,18,4,0.5,0,0
54,0,5,4.0,5,0
11,0,1,1.0,5,0
39,17,2,1.0,4,1
65,0,2,4.0,0,0
99,4,3,5.0,1,1
77,8,4,1.9,0,1
15,11,0,6.8,1,0
82,8,5,4.2,4,1
33,17,0,0.9,4,0
43,10,1,6.4,0,0
5,0,4,3.6,5,0
76,18,2,0.5,1,1
63,9,0,9.5,1,0
99,1,1,5.7,1,0
21,6,4,4.8,1,0
17,19,1,8.6,2,0
11,1,5,9.4,4,0
51,18,0,2.2,1,0
93,5,3,8.1,2,1
50,9,3,8.3,2,1
70,8,4,0.5,4,1
95,7,1,7.1,3,1
47,10,2,0.6,0,0
18,8,0,5.9,4,0
5,19,3,6.7,3,1
83,19,3,3.7,5,1
26,8,1,8.8,0,0
52,7,3,8.0,0,0
100,14,1,9.3,0,1
47,1,0,3.1,2,0
6,0,1,0.2,1,0
58,8,3,8.1,0,0
68,8,1,2.2,1,0
10,12,3,4.7,0,0
14,7,5,8.2,2,0
63,20,4,2.2,5,1
2,4,3,3.1,0,0
68,2,3,4.4,4,0
22,20,3,2.7,3,1
52,3,4,4.6,0,0
36,16,5,0.1,3,1
8,15,2,2.1,3,0
14,15,3,8.3,2,1
2,19,2,4.1,5,1
92,2,0,6.4,3,0
69,5,5,2.3,2,1
16,0,1,6.5,5,0
25,20,2,10.0,0,1
20,15,5,6.0,1,1
71,14,0,6.3,2,1
20,6,5,1.1,3,0
10,1,1,4.0,3,0
37,9,3,8.6,0,0
71,14,3,8.3,2,1
87,5,3,5.2,0,0
34,1,4,9.0,2,0
13,16,4,1.4,1,1
13,0,4,6.6,4,0
9,0,4,2.5,0,0
11,3,0,6.5,3,0
37,19,5,0.9,0,1
33,15,0,9.4,2,1
40,7,3,7.9,0,0
9,0,1,2.0,1,0
16,18,4,6.4,2,1
16,10,5,7.6,5,1
66,16,1,2.1,3,1
61,9,0,0.9,3,0
94,11,4,3.5,2,1
0,8,0,1.4,5,0
11,6,0,5.7,1,0
3,11,2,4.2,0,0
41,14,5,4.6,4,1
12,7,0,5.4,3,0
97,16,3,9.8,1,1
84,4,0,7.9,1,0
85,13,4,6.3,1,1
3,1,3,3.6,0,0
81,15,0,0.3,1,0
68,16,3,1.2,1,1
18,2,0,7.3,2,0
1,0,5,3.7,2,0
11,17,3,3.3,1,0
80,17,1,8.9,1,1
73,3,2,4.8,2,0
97,14,3,9.0,0,1
5,18,4,8.9,2,1
7,18,2,0.8,2,0
